Species;Period;Abundance;Region
Diglossa humeralis;MODERN;11;FUSAGASUGA
Dryobates fumigatus;MODERN;3;FUSAGASUGA
Dubusia taeniata;MODERN;3;FUSAGASUGA
Elaenia chiriquensis;MODERN;1;FUSAGASUGA
Elaenia frantzii;MODERN;6;FUSAGASUGA
Ensifera ensifera;MODERN;1;FUSAGASUGA
Eriocnemis vestita;MODERN;11;FUSAGASUGA
Eutoxeres aquila;MODERN;2;FUSAGASUGA
Falco sparverius;MODERN;1;FUSAGASUGA
Formicivora grisea;MODERN;1;FUSAGASUGA
Grallaria ruficapilla;MODERN;6;FUSAGASUGA
Haplophaedia aureliae;MODERN;14;FUSAGASUGA
Heliangelus exortis;MODERN;20;FUSAGASUGA
Heliodoxa rubinoides;MODERN;1;FUSAGASUGA
Hellmayrea gularis;MODERN;9;FUSAGASUGA
Henicorhina leucophrys;MODERN;59;FUSAGASUGA
Icterus chrysater;MODERN;10;FUSAGASUGA
Lafresnaya lafresnayi;MODERN;13;FUSAGASUGA
Lepidocolaptes lacrymiger;MODERN;5;FUSAGASUGA
Leptopogon rufipectus;MODERN;4;FUSAGASUGA
Lophotriccus pileatus;MODERN;1;FUSAGASUGA
Margarornis squamiger;MODERN;3;FUSAGASUGA
Masius chrysopterus;MODERN;2;FUSAGASUGA
Mecocerculus leucophrys;MODERN;37;FUSAGASUGA
Mecocerculus poecilocercus;MODERN;1;FUSAGASUGA
Metallura tyrianthina;MODERN;14;FUSAGASUGA
Mionectes oleagineus;MODERN;1;FUSAGASUGA
Mionectes striaticollis;MODERN;3;FUSAGASUGA
Myadestes ralloides;MODERN;17;FUSAGASUGA
Myioborus miniatus;MODERN;10;FUSAGASUGA
Myioborus ornatus;MODERN;13;FUSAGASUGA
Myiophobus flavicans;MODERN;3;FUSAGASUGA
Myiothlypis coronata;MODERN;9;FUSAGASUGA
Myiothlypis nigrocristata;MODERN;25;FUSAGASUGA
Myiotriccus ornatus;MODERN;1;FUSAGASUGA
Myiozetetes cayanensis;MODERN;1;FUSAGASUGA
Myornis senilis;MODERN;1;FUSAGASUGA
Nephelomyias pulcher;MODERN;1;FUSAGASUGA
Ochthoeca cinnamomeiventris;MODERN;8;FUSAGASUGA
Ochthoeca diadema;MODERN;11;FUSAGASUGA
Ochthoeca fumicolor;MODERN;1;FUSAGASUGA
Ocreatus underwoodii;MODERN;9;FUSAGASUGA
Orochelidon murina;MODERN;43;FUSAGASUGA
Ortalis columbiana;MODERN;1;FUSAGASUGA
Pachyramphus polychopterus;MODERN;1;FUSAGASUGA
Pachyramphus versicolor;MODERN;4;FUSAGASUGA
Pheugopedius fasciatoventris;MODERN;1;FUSAGASUGA
Picumnus olivaceus;MODERN;1;FUSAGASUGA
Pionus chalcopterus;MODERN;1;FUSAGASUGA
Pipraeidea melanonota;MODERN;1;FUSAGASUGA
Pipreola riefferii;MODERN;11;FUSAGASUGA
Premnornis guttuliger;MODERN;10;FUSAGASUGA
Pseudocolaptes boissonneautii;MODERN;2;FUSAGASUGA
Pseudotriccus ruficeps;MODERN;2;FUSAGASUGA
Pyrrhomyias cinnamomeus;MODERN;20;FUSAGASUGA
Ramphomicron microrhynchum;MODERN;1;FUSAGASUGA
Saltator atripennis;MODERN;1;FUSAGASUGA
Saltator striatipectus;MODERN;1;FUSAGASUGA
Scytalopus griseicollis;MODERN;1;FUSAGASUGA
Scytalopus latrans;MODERN;14;FUSAGASUGA
Serpophaga cinerea;MODERN;1;FUSAGASUGA
Setophaga fusca;MODERN;12;FUSAGASUGA
Sphenopsis frontalis;MODERN;8;FUSAGASUGA
Sphenopsis melanotis;MODERN;1;FUSAGASUGA
Spinus psaltria;MODERN;1;FUSAGASUGA
Spinus spinescens;MODERN;26;FUSAGASUGA
Spinus xanthogastrus;MODERN;1;FUSAGASUGA
Sporathraupis cyanocephala;MODERN;17;FUSAGASUGA
Stilpnia cyanicollis;MODERN;1;FUSAGASUGA
Stilpnia heinei;MODERN;6;FUSAGASUGA
Stilpnia vitriolina;MODERN;2;FUSAGASUGA
Streptoprocne rutila;MODERN;1;FUSAGASUGA
Sturnella magna;MODERN;20;FUSAGASUGA
Synallaxis unirufa;MODERN;13;FUSAGASUGA
Syndactyla subalaris;MODERN;2;FUSAGASUGA
Tachyphonus rufus;MODERN;1;FUSAGASUGA
Tangara arthus;MODERN;1;FUSAGASUGA
Tangara gyrola;MODERN;1;FUSAGASUGA
Tangara labradorides;MODERN;2;FUSAGASUGA
Tangara nigroviridis;MODERN;16;FUSAGASUGA
Tangara parzudakii;MODERN;5;FUSAGASUGA
Tangara vassorii;MODERN;17;FUSAGASUGA
Thamnophilus multistriatus;MODERN;1;FUSAGASUGA
Thraupis episcopus;MODERN;1;FUSAGASUGA
Thraupis palmarum;MODERN;2;FUSAGASUGA
Todirostrum cinereum;MODERN;1;FUSAGASUGA
Troglodytes aedon;MODERN;16;FUSAGASUGA
Troglodytes solstitialis;MODERN;1;FUSAGASUGA
Trogon personatus;MODERN;1;FUSAGASUGA
Turdus fuscater;MODERN;52;FUSAGASUGA
Turdus ignobilis;MODERN;2;FUSAGASUGA
Tyrannus melancholicus;MODERN;1;FUSAGASUGA
Uromyias agilis;MODERN;2;FUSAGASUGA
Vireo leucophrys;MODERN;1;FUSAGASUGA
Volatinia jacarina;MODERN;1;FUSAGASUGA
Xenops rutilans;MODERN;3;FUSAGASUGA
Xiphocolaptes promeropirhynchus;MODERN;1;FUSAGASUGA
Xiphorhynchus triangularis;MODERN;1;FUSAGASUGA
Zimmerius chrysops;MODERN;11;FUSAGASUGA
Zonotrichia capensis;MODERN;165;FUSAGASUGA
